KalmanPitch,KalmanYaw,LinearAccelMag,TotalAccelMag,GyroMag,lat,lng,kecepatan,sat,throttle,arus,millis
6.59,-9.87,0.63,9.82,0.80,-6.910304,107.675438,0.17,12,0,10.68,693579
6.58,-9.86,0.67,9.85,0.67,-6.910304,107.675438,0.17,12,0,9.16,693786
6.60,-9.87,0.68,9.86,0.80,-6.910304,107.675438,0.07,12,0,9.16,693995
6.62,-9.86,0.67,9.85,0.75,-6.910304,107.675438,0.13,12,0,10.68,694202
6.63,-9.89,0.61,9.84,0.95,-6.910304,107.675438,0.15,12,0,10.68,694409
6.63,-9.91,0.74,9.87,0.79,-6.910304,107.675438,0.24,12,0,6.10,694617
6.64,-10.00,0.75,9.90,1.18,-6.910304,107.675438,0.07,12,0,9.16,694824
6.63,-9.82,0.62,9.84,0.53,-6.910304,107.675438,0.30,12,0,9.16,695031
6.61,-9.81,0.65,9.76,0.66,-6.910304,107.675438,0.15,12,0,10.68,695238
6.63,-9.81,0.73,9.84,0.78,-6.910304,107.675438,0.24,12,0,6.10,695447
6.64,-9.81,0.73,9.84,0.78,-6.910304,107.675438,0.06,12,0,7.63,695654
6.63,-9.78,0.65,9.86,0.59,-6.910304,107.675438,0.22,12,0,6.10,695861
6.64,-9.78,0.69,9.88,0.79,-6.910304,107.675438,0.06,12,0,9.16,696068
6.61,-9.73,0.56,9.85,0.55,-6.910304,107.675438,0.13,12,0,9.16,696275
6.60,-9.75,0.78,9.84,0.74,-6.910304,107.675438,0.13,12,0,9.16,696482
6.59,-9.77,0.73,9.83,0.78,-6.910304,107.675438,0.09,12,0,7.63,696689
6.60,-9.74,0.64,9.81,0.64,-6.910304,107.675438,0.07,12,0,9.16,696898
6.60,-9.74,0.72,9.87,0.74,-6.910304,107.675438,0.24,12,0,9.16,697105
6.67,-9.74,0.74,9.98,0.90,-6.910304,107.675438,0.06,12,0,6.10,697312
6.66,-9.71,0.67,9.82,0.59,-6.910304,107.675438,0.28,12,0,10.68,697519
6.69,-9.74,0.69,9.84,0.96,-6.910304,107.675438,0.22,12,0,9.16,697726
6.70,-9.80,0.63,9.91,1.04,-6.910305,107.675438,0.04,12,0,9.16,697933
6.71,-9.77,0.84,9.84,0.55,-6.910305,107.675438,0.17,12,0,7.63,698140
6.75,-9.68,0.56,9.85,0.66,-6.910305,107.675438,0.17,12,0,9.16,698349
6.72,-9.98,1.00,9.89,2.10,-6.910305,107.675438,0.06,12,0,10.68,698556
6.69,-9.97,0.69,9.81,0.68,-6.910305,107.675438,0.09,12,0,10.68,698763
6.68,-9.98,0.67,9.84,0.81,-6.910305,107.675438,0.07,12,0,9.16,698970
6.67,-9.90,0.59,9.86,0.46,-6.910305,107.675438,0.07,12,0,12.21,699177
6.66,-9.89,0.74,9.82,0.64,-6.910305,107.675438,0.06,12,0,9.16,699384
6.65,-9.93,0.72,9.80,0.93,-6.910305,107.675438,0.00,12,0,10.68,699591
6.65,-9.95,0.71,9.89,0.81,-6.910305,107.675438,0.00,12,0,9.16,699800
6.64,-9.95,0.63,9.85,0.76,-6.910305,107.675438,0.26,12,0,9.16,700009
6.64,-9.96,0.68,9.87,0.91,-6.910305,107.675438,0.04,12,0,7.63,700216
6.62,-9.98,0.69,9.86,0.84,-6.910306,107.675438,0.20,12,0,9.16,700424
6.58,-10.08,0.69,9.87,1.11,-6.910306,107.675438,0.09,12,0,10.68,700632
6.57,-10.11,0.59,9.73,0.99,-6.910306,107.675438,0.09,12,0,9.16,700839
6.56,-10.15,0.67,9.81,0.94,-6.910306,107.675438,0.22,12,0,9.16,701047
6.57,-10.17,0.66,9.89,0.90,-6.910306,107.675438,0.22,12,0,7.63,701256
6.59,-10.18,0.65,9.76,0.88,-6.910306,107.675438,0.30,12,0,10.68,701463
6.57,-10.15,0.59,9.76,0.58,-6.910306,107.675438,0.20,12,0,10.68,701670
6.55,-10.11,0.60,9.84,0.69,-6.910306,107.675438,0.11,12,0,10.68,701877
6.56,-10.14,0.65,9.86,0.95,-6.910306,107.675438,0.13,12,0,6.10,702084
6.58,-10.06,0.62,9.87,0.54,-6.910306,107.675438,0.24,12,0,9.16,702291
6.58,-10.04,0.70,9.84,0.75,-6.910306,107.675438,0.11,12,0,7.63,702498
6.55,-10.01,0.64,9.84,0.56,-6.910306,107.675438,0.11,12,0,9.16,702707
6.56,-10.01,0.58,9.83,0.79,-6.910305,107.675438,0.20,12,0,12.21,702914
6.55,-10.02,0.68,9.84,0.80,-6.910305,107.675438,0.15,12,0,12.21,703122
6.57,-10.04,0.65,9.83,0.99,-6.910305,107.675438,0.07,12,0,9.16,703329
6.57,-10.03,0.67,9.81,0.67,-6.910305,107.675438,0.04,12,0,7.63,703536
6.58,-10.04,0.59,9.87,0.86,-6.910305,107.675438,0.06,12,0,9.16,703743
6.57,-10.00,0.64,9.88,0.67,-6.910305,107.675438,0.09,12,0,9.16,703950
6.56,-9.99,0.65,9.81,0.69,-6.910305,107.675438,0.06,12,0,9.16,704160
6.54,-9.95,0.62,9.80,0.61,-6.910305,107.675438,0.06,12,0,9.16,704368
6.56,-9.97,0.63,9.88,0.90,-6.910305,107.675438,0.17,12,0,6.10,704575
6.57,-9.94,0.63,9.83,0.73,-6.910305,107.675438,0.13,12,0,10.68,704782
6.59,-9.95,0.68,9.87,0.82,-6.910305,107.675438,0.15,12,0,7.63,704989
6.60,-9.94,0.66,9.89,0.74,-6.910305,107.675438,0.13,12,0,9.16,705196
6.58,-9.89,0.61,9.81,0.62,-6.910305,107.675438,0.17,12,0,12.21,705403
6.60,-9.89,0.66,9.86,0.78,-6.910305,107.675438,0.17,12,0,9.16,705612
6.56,-9.88,0.67,9.87,0.67,-6.910305,107.675438,0.19,12,0,6.10,705819
6.56,-9.88,0.66,9.84,0.70,-6.910305,107.675438,0.22,12,0,9.16,706026
5.76,-9.24,0.47,9.85,0.72,-6.910302,107.675415,0.13,12,1,190.73,1556108
5.77,-9.22,0.49,9.83,0.73,-6.910302,107.675415,0.44,12,2,216.67,1556315
5.79,-9.16,0.50,9.84,0.58,-6.910302,107.675415,0.78,12,2,299.07,1556522
5.77,-9.13,0.52,9.77,0.70,-6.910302,107.675415,0.17,12,3,399.78,1556729
5.73,-9.15,0.53,9.86,0.84,-6.910301,107.675415,0.28,12,3,416.56,1556936
5.26,-9.47,0.56,9.55,3.15,-6.910301,107.675415,0.09,12,4,273.13,1557145
4.87,-9.98,0.43,9.53,3.82,-6.910301,107.675415,0.48,12,4,598.14,1557351
4.82,-10.38,1.11,9.58,2.74,-6.910301,107.675415,0.24,12,5,752.26,1557560
4.79,-10.21,0.58,10.24,0.74,-6.910301,107.675415,0.19,12,5,903.32,1557767
4.25,-10.39,1.10,9.30,3.10,-6.910301,107.675415,0.11,12,5,901.79,1557974
3.58,-10.37,1.21,9.02,2.83,-6.910301,107.675415,0.35,12,0,527.95,1558181
3.37,-10.03,0.30,9.97,1.28,-6.910301,107.675415,0.37,12,6,671.39,1558388
4.08,-8.88,1.87,9.17,6.18,-6.910301,107.675415,0.24,12,7,1345.83,1558595
1.98,-8.04,1.72,9.76,10.72,-6.910301,107.675415,0.37,12,7,1512.15,1558804
4.33,-7.92,2.71,11.07,11.33,-6.910301,107.675415,1.13,12,9,1815.80,1559012
4.31,-6.59,4.50,8.27,4.33,-6.910301,107.675415,0.69,12,10,718.69,1559219
3.14,-6.60,2.46,9.20,6.63,-6.910301,107.675415,0.56,12,12,842.29,1559426
3.57,-8.36,3.41,10.70,11.85,-6.910301,107.675423,0.81,12,14,886.54,1559633
3.89,-4.94,4.35,12.07,16.48,-6.910301,107.675423,0.65,12,13,1153.56,1559840
4.19,-13.52,5.09,9.32,40.20,-6.910301,107.675423,1.54,12,11,1632.69,1560047
3.69,-20.14,4.48,10.98,33.20,-6.910300,107.675423,1.72,12,13,1110.84,1560256
3.98,-14.24,5.19,11.17,26.97,-6.910300,107.675423,1.76,12,14,987.24,1560463
3.61,-14.82,7.91,11.92,4.27,-6.910300,107.675423,2.13,12,15,2589.42,1560670
3.47,-15.02,2.16,9.69,2.26,-6.910301,107.675423,1.78,12,13,1756.29,1560877
3.80,-14.23,3.68,6.48,3.60,-6.910301,107.675423,2.70,12,0,1322.94,1561084
4.03,-15.81,3.05,10.50,7.71,-6.910301,107.675430,2.57,12,16,2532.96,1561291
4.79,-17.13,6.38,12.69,7.52,-6.910301,107.675430,2.52,12,0,1197.81,1561500
6.16,-13.99,3.49,11.44,15.91,-6.910302,107.675430,3.26,12,17,1438.90,1561707
5.96,-17.23,4.44,10.21,15.37,-6.910302,107.675430,3.26,12,18,1098.63,1561914
7.37,-18.31,4.83,10.73,8.21,-6.910303,107.675438,3.26,12,20,1788.33,1562121
8.82,-16.91,5.38,11.39,10.02,-6.910303,107.675438,3.26,12,20,1998.90,1562328
8.23,-14.96,3.90,10.91,7.84,-6.910304,107.675438,3.67,12,22,1838.68,1562535
9.36,-15.71,1.59,11.27,8.66,-6.910305,107.675438,3.48,12,23,2070.62,1562742
10.00,-15.26,6.40,12.13,5.10,-6.910306,107.675438,3.94,12,12,2891.54,1562951
10.30,-11.98,3.86,11.03,14.27,-6.910306,107.675446,3.87,12,30,2655.03,1563158
9.03,-12.85,4.18,12.95,8.10,-6.910306,107.675446,4.96,12,27,2235.41,1563365
8.59,-11.92,2.12,9.91,4.45,-6.910307,107.675446,4.41,12,29,2531.43,1563572
7.93,-16.21,2.66,8.80,23.53,-6.910308,107.675453,4.39,12,28,2539.06,1563779
8.51,-17.26,4.39,12.06,5.26,-6.910308,107.675453,4.93,12,29,2119.45,1563986
8.81,-15.41,3.88,13.33,7.72,-6.910309,107.675453,4.70,12,31,2439.88,1564195
9.09,-12.08,5.93,13.70,14.98,-6.910311,107.675461,5.54,12,36,3215.03,1564402
8.26,-13.96,2.72,10.40,11.28,-6.910312,107.675461,5.93,12,31,2679.44,1564609
8.68,-14.37,4.61,9.41,5.83,-6.910312,107.675461,5.93,12,35,4061.89,1564816
9.71,-15.20,2.19,9.64,9.03,-6.910314,107.675468,5.57,12,39,3669.74,1565023
7.29,-16.81,1.80,9.14,16.24,-6.910316,107.675468,6.28,12,42,4159.55,1565230
7.58,-18.36,1.46,11.14,9.89,-6.910316,107.675476,6.67,12,43,4658.51,1565439
8.09,-10.39,1.99,10.34,37.60,-6.910317,107.675476,6.43,12,42,4832.46,1565647
9.20,-10.51,2.75,9.82,4.79,-6.910318,107.675476,7.41,12,42,4678.34,1565854
9.25,-20.05,11.29,15.76,46.67,-6.910320,107.675484,7.24,12,43,4412.84,1566061
9.25,-36.45,4.91,7.69,80.70,-6.910321,107.675484,7.69,12,46,3781.13,1566268
9.40,-42.32,6.22,14.39,33.13,-6.910323,107.675491,8.02,12,49,4083.25,1566476
8.67,-29.08,13.17,16.84,60.02,-6.910326,107.675499,8.50,12,46,3874.21,1566683
7.09,-26.49,3.49,11.58,10.52,-6.910328,107.675499,8.50,12,74,4263.31,1566892
4.47,-33.73,9.22,6.32,38.28,-6.910328,107.675499,8.50,12,50,5050.66,1567099
5.72,-40.08,12.25,16.90,33.07,-6.910330,107.675507,8.59,12,53,5261.23,1567306
5.21,-29.25,13.82,16.36,46.95,-6.910332,107.675514,9.35,12,50,4513.55,1567513
3.80,-43.48,10.51,10.06,73.43,-6.910335,107.675514,9.96,12,55,3923.03,1567720
4.72,-36.24,20.34,22.73,32.88,-6.910337,107.675522,9.22,12,99,5863.95,1567927
5.99,-35.26,14.98,17.19,10.43,-6.910340,107.675522,10.02,12,56,6652.83,1568136
7.23,-34.30,14.98,17.19,10.43,-6.910344,107.675537,10.98,12,50,6565.86,1568343
7.52,-49.07,21.16,23.58,75.21,-6.910344,107.675537,10.98,12,57,6504.82,1568550
5.96,-55.88,7.76,11.95,42.11,-6.910347,107.675537,10.59,12,69,6692.50,1568757
5.39,-40.63,6.51,10.32,73.49,-6.910350,107.675545,10.67,12,65,6307.98,1568964
7.62,-5.50,31.67,28.27,166.44,-6.910353,107.675545,11.61,12,71,5578.61,1569171
9.13,-3.68,5.20,14.46,11.97,-6.910357,107.675552,11.95,12,69,6559.75,1569380
9.35,-18.31,10.20,12.67,70.49,-6.910361,107.675560,11.39,12,70,5705.26,1569587
8.44,-14.65,13.09,14.76,14.63,-6.910365,107.675568,11.39,12,63,6742.86,1569794
9.97,-18.68,2.37,10.18,24.38,-6.910365,107.675568,11.39,12,63,5741.88,1570001
11.92,-23.17,4.00,11.83,24.02,-6.910368,107.675575,11.39,12,72,4624.94,1570208
12.64,-42.18,18.86,18.39,94.95,-6.910373,107.675583,13.24,12,69,4916.38,1570415
12.41,-33.59,10.80,19.20,40.56,-6.910377,107.675591,13.32,12,68,4783.63,1570624
13.43,-38.56,4.66,8.18,31.43,-6.910380,107.675591,12.89,12,75,4850.77,1570831
12.80,-40.22,3.54,6.81,11.89,-6.910384,107.675598,13.65,12,68,5343.63,1571038
13.17,-27.82,12.62,15.68,57.09,-6.910387,107.675606,14.43,12,73,5081.18,1571245
13.36,-25.64,1.82,11.03,10.39,-6.910387,107.675606,14.43,12,78,5854.80,1571452
14.71,-20.83,7.79,14.16,21.85,-6.910394,107.675613,14.15,12,78,6633.00,1571659
19.09,-21.86,6.27,9.16,30.52,-6.910398,107.675621,14.19,12,75,6953.43,1571866
19.40,-17.60,14.25,20.56,22.44,-6.910402,107.675629,14.83,12,90,5827.33,1572075
19.36,-20.85,7.53,9.35,17.43,-6.910406,107.675636,15.72,12,86,7061.77,1572282
16.48,-23.65,6.91,14.17,20.31,-6.910410,107.675644,15.15,12,91,5989.07,1572489
13.76,-42.75,13.96,12.62,97.50,-6.910415,107.675652,15.50,12,95,7682.80,1572698
12.52,-63.76,26.46,28.42,103.93,-6.910419,107.675652,16.43,12,92,9147.64,1572904
11.86,-53.05,15.37,17.93,45.99,-6.910423,107.675659,16.65,12,99,10510.25,1573111
15.15,-44.18,14.56,19.45,42.37,-6.910428,107.675667,16.65,12,98,11117.55,1573321
17.45,-43.03,5.87,5.95,15.53,-6.910435,107.675682,16.91,12,99,8293.15,1573528
18.64,-38.24,17.16,20.63,21.65,-6.910439,107.675690,16.93,12,99,9033.20,1573735
20.21,-35.80,6.36,14.20,12.97,-6.910445,107.675697,17.54,12,99,9065.25,1573942
18.45,-35.46,10.82,16.08,10.60,-6.910450,107.675705,18.08,12,99,9796.14,1574149
16.05,-43.05,17.53,20.13,41.07,-6.910455,107.675713,18.35,12,99,10801.70,1574356
16.82,-24.63,9.07,13.15,86.81,-6.910460,107.675713,18.80,12,99,10270.69,1574565
13.26,-53.33,20.10,20.73,145.18,-6.910466,107.675720,18.71,12,99,10360.72,1574772
11.99,-39.50,13.25,18.14,65.25,-6.910471,107.675728,18.91,12,99,9008.79,1574979
12.57,-27.60,17.77,18.99,55.46,-6.910477,107.675743,19.56,12,99,7368.47,1575187
13.52,-19.46,20.14,22.60,37.13,-6.910485,107.675751,20.71,12,99,9500.12,1575394
15.95,-3.11,22.05,23.81,79.47,-6.910494,107.675766,20.35,12,99,7395.94,1575601
23.58,7.38,16.55,20.12,65.11,-6.910497,107.675766,20.02,12,99,9376.53,1575810
24.03,-4.61,22.60,28.27,58.24,-6.910502,107.675774,21.21,12,99,7440.19,1576017
27.32,-1.19,16.89,22.71,25.72,-6.910511,107.675789,21.24,12,99,10528.56,1576224
24.66,-4.95,11.72,10.12,29.51,-6.910514,107.675797,21.58,12,99,8718.87,1576431
22.78,-3.50,7.52,7.59,10.00,-6.910520,107.675804,21.58,12,99,7833.86,1576638
13.93,9.72,22.51,17.35,71.74,-6.910526,107.675812,21.74,12,99,6588.75,1576845
20.25,15.01,18.68,25.25,49.20,-6.910532,107.675819,21.82,12,99,6666.56,1577054
21.58,-1.26,9.84,19.50,80.02,-6.910538,107.675835,22.35,12,99,1753.23,1577261
23.73,-7.00,17.24,11.49,28.73,-6.910544,107.675842,22.28,12,99,4702.76,1577468
24.80,-12.02,12.73,16.33,31.52,-6.910551,107.675850,22.59,12,99,2197.27,1577675
20.76,-17.44,12.68,9.27,34.79,-6.910557,107.675858,22.87,12,99,5194.09,1577882
22.65,11.89,8.35,5.75,138.76,-6.910563,107.675873,22.98,12,99,5641.17,1578089
24.48,24.33,14.44,19.76,62.25,-6.910575,107.675888,22.67,12,99,3935.24,1578298
25.53,11.65,20.48,20.41,59.44,-6.910582,107.675903,22.67,12,99,3991.70,1578505
21.18,1.32,19.05,16.58,51.80,-6.910582,107.675903,22.67,12,99,5378.72,1578712
18.41,34.57,21.05,24.79,162.48,-6.910591,107.675911,23.08,12,99,4339.60,1578919
17.58,45.59,20.79,25.75,58.67,-6.910597,107.675926,22.11,12,99,3668.21,1579126
18.08,51.76,3.81,11.46,36.36,-6.910604,107.675934,22.76,12,99,24.41,1579333
15.76,37.04,7.74,16.07,67.29,-6.910610,107.675941,24.46,12,99,5151.37,1579542
15.07,23.54,18.73,23.86,60.34,-6.910615,107.675957,24.34,12,99,3569.03,1579749
13.52,12.52,17.78,18.50,53.61,-6.910621,107.675964,25.32,12,99,4077.15,1579956
16.87,12.84,16.74,20.33,16.02,-6.910626,107.675980,25.47,12,99,3956.60,1580163
17.80,14.08,21.10,20.81,9.04,-6.910634,107.675995,24.45,12,99,2383.42,1580370
17.32,17.01,15.97,14.76,16.41,-6.910634,107.675995,24.45,12,99,245.67,1580577
16.33,-12.84,29.42,33.97,141.76,-6.910642,107.676010,25.45,12,99,3083.80,1580784
13.88,-11.50,11.68,3.79,7.03,-6.910653,107.676033,24.72,12,99,1844.79,1581004
14.37,1.78,21.12,24.11,66.21,-6.910660,107.676048,25.06,12,99,1831.05,1581213
14.48,-28.73,22.23,26.70,147.89,-6.910660,107.676048,25.06,12,99,3872.68,1581421
18.39,-38.11,8.34,16.96,53.31,-6.910665,107.676064,25.28,12,99,3215.03,1581628
20.87,-28.37,23.02,25.98,50.93,-6.910669,107.676071,25.87,12,99,3947.45,1581836
18.61,-32.93,19.62,21.84,26.92,-6.910674,107.676086,24.22,12,99,1039.12,1582043
18.77,-21.90,22.52,26.14,53.66,-6.910678,107.676094,25.32,12,99,692.75,1582252
17.63,-45.83,11.42,12.97,124.54,-6.910686,107.676125,25.50,12,99,59.51,1582460
16.52,-69.24,11.42,12.97,124.54,-6.910690,107.676132,25.52,12,99,99.18,1582667
13.31,-53.87,9.37,9.28,69.89,-6.910693,107.676147,25.71,12,99,1882.93,1582875
17.23,-44.56,22.34,26.78,46.05,-6.910696,107.676155,25.19,12,99,2024.84,1583082
15.75,-34.21,20.66,21.54,45.19,-6.910700,107.676178,25.63,12,99,2589.42,1583290
15.62,-48.49,21.49,26.13,72.72,-6.910700,107.676186,25.63,12,99,2577.21,1583500
14.14,-47.59,13.96,18.51,5.98,-6.910700,107.676186,25.63,12,99,2577.21,1583707
17.25,-64.92,19.65,22.19,92.35,-6.910703,107.676208,25.71,12,99,2233.89,1583914
17.09,-69.29,12.01,11.87,22.39,-6.910703,107.676224,26.84,12,99,2233.89,1584121
18.72,-52.14,5.02,7.45,81.52,-6.910704,107.676247,26.41,12,99,3620.91,1584328
18.80,-76.30,23.23,28.74,122.95,-6.910703,107.676254,25.95,12,99,3620.91,1584535
19.19,-89.37,22.26,24.41,68.97,-6.910703,107.676270,27.37,12,99,1428.22,1584744
17.86,-84.95,5.97,10.53,13.88,-6.910702,107.676285,27.35,12,99,285.34,1584951
20.20,-28.61,20.06,23.94,28.77,-6.910702,107.676285,27.35,12,99,39.67,1585158
20.18,-30.16,22.47,24.99,10.87,-6.910697,107.676315,29.09,12,99,1377.87,1585365
20.80,-41.97,21.77,18.49,58.07,-6.910693,107.676331,30.32,12,99,381.47,1585572
21.36,-49.27,15.48,22.98,41.86,-6.910692,107.676338,27.11,12,99,308.23,1585780
22.09,-72.95,23.67,21.15,119.65,-6.910689,107.676353,26.76,12,99,2461.24,1585990
21.34,-73.04,10.55,10.95,7.92,-6.910684,107.676376,26.37,12,99,523.38,1586198
17.20,-67.74,13.28,14.86,36.66,-6.910684,107.676376,26.37,12,99,5879.21,1586405
19.15,-67.02,19.60,17.64,15.15,-6.910680,107.676392,28.59,12,99,4473.88,1586612
18.71,-65.65,10.29,13.12,5.54,-6.910677,107.676407,26.97,12,99,4551.70,1586819
19.07,-80.86,29.42,33.97,77.98,-6.910675,107.676422,26.97,12,99,4254.15,1587026
17.45,-31.21,25.23,27.51,233.19,-6.910671,107.676445,26.97,12,99,5850.22,1587236
12.29,-27.00,5.30,7.02,26.52,-6.910669,107.676460,26.97,12,99,5276.49,1587444
13.94,-29.11,14.78,16.79,10.70,-6.910667,107.676468,27.72,12,99,4492.19,1587651
9.81,-43.12,21.96,27.77,77.18,-6.910665,107.676476,26.24,12,99,3111.27,1587859
10.07,-29.02,22.62,28.28,64.68,-6.910662,107.676498,26.67,12,99,9907.53,1588067
5.58,-17.85,28.83,26.18,63.96,-6.910661,107.676506,27.09,12,99,21481.32,1588276
5.27,-9.64,16.64,23.57,38.00,-6.910659,107.676521,27.76,12,99,21969.61,1588485
5.55,-30.21,22.98,24.28,99.43,-6.910658,107.676537,27.97,12,99,16285.71,1588692
1.07,-9.11,27.92,28.52,98.47,-6.910657,107.676544,28.06,12,99,18460.08,1588899
3.63,-7.88,11.44,20.48,15.79,-6.910655,107.676559,28.50,12,99,15348.82,1589106
2.52,-16.56,9.83,10.11,48.87,-6.910655,107.676575,29.00,12,99,11593.63,1589313
4.58,-14.36,11.99,7.41,19.68,-6.910655,107.676605,29.15,12,99,10177.61,1589520
3.32,-43.45,22.29,28.03,141.56,-6.910655,107.676605,29.15,12,99,10502.62,1589727
4.37,-24.68,8.41,16.58,91.98,-6.910656,107.676620,29.15,12,99,2749.63,1589936
-1.88,1.67,23.88,25.56,126.58,-6.910657,107.676636,29.15,12,99,7652.28,1590143
2.45,-3.20,25.29,20.69,24.53,-6.910658,107.676659,30.61,12,99,10331.73,1590350
11.86,30.43,39.48,33.22,173.11,-6.910660,107.676674,29.95,12,99,2386.47,1590557
14.58,11.70,22.14,23.85,84.94,-6.910663,107.676689,30.09,12,99,10673.52,1590764
15.09,30.04,8.48,18.12,92.11,-6.910666,107.676704,29.32,12,99,4283.14,1590971
12.45,62.14,23.39,28.91,161.50,-6.910669,107.676720,29.17,12,99,4177.86,1591180
10.13,44.38,25.01,22.07,84.54,-6.910672,107.676727,29.69,12,99,5731.20,1591387
9.94,14.21,17.42,24.33,141.20,-6.910675,107.676743,29.58,12,99,5441.28,1591595
10.57,17.11,22.10,26.87,17.76,-6.910677,107.676758,29.89,12,99,6591.80,1591802
11.55,13.79,15.89,14.38,14.88,-6.910681,107.676773,29.30,12,99,4968.26,1592010
11.34,20.62,12.68,21.19,34.01,-6.910685,107.676788,28.89,12,99,4118.35,1592217
5.68,34.91,15.91,10.74,68.02,-6.910689,107.676804,29.22,12,99,4318.24,1592426
0.13,48.89,15.91,10.74,68.02,-6.910693,107.676819,29.26,12,99,5632.02,1592634
-2.02,41.69,10.53,18.34,31.19,-6.910697,107.676834,29.28,12,99,13682.56,1592841
0.13,18.86,11.77,8.64,103.30,-6.910702,107.676849,28.67,12,99,9877.01,1593049
-3.63,31.26,26.43,25.68,59.99,-6.910708,107.676865,28.80,12,99,10806.27,1593256
-2.31,62.23,20.95,22.86,154.44,-6.910714,107.676880,29.09,12,99,11392.21,1593463
